,NIDID,month,alpha,release_adj,increment1,increment2,increment3,inc_mult,demand_factor,cell_id,lat,lon,cell_id_orig,lat_orig,lon_orig,WBM_Decision
16259,VA117001,12,0.340314316623146,0.1342511177079711,0.2350721379693655,-0.3082503861216539,-0.5428229034294235,1.1281969572732853,-0.5881970094953504,3005704,36.575001,-78.308334,3005704,36.575,-78.3083,WBM Input
16260,VA117002,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,3006299,36.541668,-78.458336,3006299,36.5417,-78.4583,WBM Input
16261,VA117002,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,3006299,36.541668,-78.458336,3006299,36.5417,-78.4583,WBM Input
16262,VA117002,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,3006299,36.541668,-78.458336,3006299,36.5417,-78.4583,WBM Input
16263,VA117002,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,3006299,36.541668,-78.458336,3006299,36.5417,-78.4583,WBM Input
16264,VA117002,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,3006299,36.541668,-78.458336,3006299,36.5417,-78.4583,WBM Input
16265,VA117002,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,3006299,36.541668,-78.458336,3006299,36.5417,-78.4583,WBM Input
16266,VA117002,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,3006299,36.541668,-78.458336,3006299,36.5417,-78.4583,WBM Input
16267,VA117002,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,3006299,36.541668,-78.458336,3006299,36.5417,-78.4583,WBM Input
16268,VA117002,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,3006299,36.541668,-78.458336,3006299,36.5417,-78.4583,WBM Input
16269,VA117002,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,3006299,36.541668,-78.458336,3006299,36.5417,-78.4583,WBM Input
16270,VA117002,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,3006299,36.541668,-78.458336,3006299,36.5417,-78.4583,WBM Input
16271,VA117002,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,3006299,36.541668,-78.458336,3006299,36.5417,-78.4583,WBM Input
16272,VA127003,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,3024121,37.424999,-76.89167,3024121,37.425,-76.8917,WBM Input
16273,VA127003,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,3024121,37.424999,-76.89167,3024121,37.425,-76.8917,WBM Input
16274,VA127003,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,3024121,37.424999,-76.89167,3024121,37.425,-76.8917,WBM Input
16275,VA127003,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,3024121,37.424999,-76.89167,3024121,37.425,-76.8917,WBM Input
16276,VA127003,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,3024121,37.424999,-76.89167,3024121,37.425,-76.8917,WBM Input
16277,VA127003,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,3024121,37.424999,-76.89167,3024121,37.425,-76.8917,WBM Input
16278,VA127003,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,3024121,37.424999,-76.89167,3024121,37.425,-76.8917,WBM Input
16279,VA127003,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,3024121,37.424999,-76.89167,3024121,37.425,-76.8917,WBM Input
16280,VA127003,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,3024121,37.424999,-76.89167,3024121,37.425,-76.8917,WBM Input
16281,VA127003,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,3024121,37.424999,-76.89167,3024121,37.425,-76.8917,WBM Input
16282,VA127003,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,3024121,37.424999,-76.89167,3024121,37.425,-76.8917,WBM Input
16283,VA127003,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,3024121,37.424999,-76.89167,3024121,37.425,-76.8917,WBM Input
16284,VA143001,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,3005856,37.091667,-79.408333,3005856,37.0917,-79.4083,WBM Input
16285,VA143001,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,3005856,37.091667,-79.408333,3005856,37.0917,-79.4083,WBM Input
16286,VA143001,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,3005856,37.091667,-79.408333,3005856,37.0917,-79.4083,WBM Input
16287,VA143001,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,3005856,37.091667,-79.408333,3005856,37.0917,-79.4083,WBM Input
16288,VA143001,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,3005856,37.091667,-79.408333,3005856,37.0917,-79.4083,WBM Input
16289,VA143001,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,3005856,37.091667,-79.408333,3005856,37.0917,-79.4083,WBM Input
16290,VA143001,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,3005856,37.091667,-79.408333,3005856,37.0917,-79.4083,WBM Input
16291,VA143001,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,3005856,37.091667,-79.408333,3005856,37.0917,-79.4083,WBM Input
16292,VA143001,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,3005856,37.091667,-79.408333,3005856,37.0917,-79.4083,WBM Input
16293,VA143001,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,3005856,37.091667,-79.408333,3005856,37.0917,-79.4083,WBM Input
16294,VA143001,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,3005856,37.091667,-79.408333,3005856,37.0917,-79.4083,WBM Input
16295,VA143001,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,3005856,37.091667,-79.408333,3005856,37.0917,-79.4083,WBM Input
16296,VA147035,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,3024192,37.258335,-78.308334,3024192,37.2583,-78.3083,WBM Input
16297,VA147035,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,3024192,37.258335,-78.308334,3024192,37.2583,-78.3083,WBM Input
16298,VA147035,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,3024192,37.258335,-78.308334,3024192,37.2583,-78.3083,WBM Input
16299,VA147035,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,3024192,37.258335,-78.308334,3024192,37.2583,-78.3083,WBM Input
16300,VA147035,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,3024192,37.258335,-78.308334,3024192,37.2583,-78.3083,WBM Input
16301,VA147035,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,3024192,37.258335,-78.308334,3024192,37.2583,-78.3083,WBM Input
16302,VA147035,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,3024192,37.258335,-78.308334,3024192,37.2583,-78.3083,WBM Input
16303,VA147035,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,3024192,37.258335,-78.308334,3024192,37.2583,-78.3083,WBM Input
16304,VA147035,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,3024192,37.258335,-78.308334,3024192,37.2583,-78.3083,WBM Input
16305,VA147035,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,3024192,37.258335,-78.308334,3024192,37.2583,-78.3083,WBM Input
16306,VA147035,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,3024192,37.258335,-78.308334,3024192,37.2583,-78.3083,WBM Input
16307,VA147035,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,3024192,37.258335,-78.308334,3024192,37.2583,-78.3083,WBM Input
16308,VA147037,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,3024378,37.191666,-78.441666,3024378,37.1917,-78.4417,WBM Input
16309,VA147037,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,3024378,37.191666,-78.441666,3024378,37.1917,-78.4417,WBM Input
16310,VA147037,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,3024378,37.191666,-78.441666,3024378,37.1917,-78.4417,WBM Input
16311,VA147037,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,3024378,37.191666,-78.441666,3024378,37.1917,-78.4417,WBM Input
16312,VA147037,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,3024378,37.191666,-78.441666,3024378,37.1917,-78.4417,WBM Input
16313,VA147037,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,3024378,37.191666,-78.441666,3024378,37.1917,-78.4417,WBM Input
16314,VA147037,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,3024378,37.191666,-78.441666,3024378,37.1917,-78.4417,WBM Input
16315,VA147037,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,3024378,37.191666,-78.441666,3024378,37.1917,-78.4417,WBM Input
16316,VA147037,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,3024378,37.191666,-78.441666,3024378,37.1917,-78.4417,WBM Input
16317,VA147037,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,3024378,37.191666,-78.441666,3024378,37.1917,-78.4417,WBM Input
16318,VA147037,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,3024378,37.191666,-78.441666,3024378,37.1917,-78.4417,WBM Input
16319,VA147037,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,3024378,37.191666,-78.441666,3024378,37.1917,-78.4417,WBM Input
16320,VA153002,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,2915907,38.775002,-77.64167,2915907,38.775,-77.6417,WBM Input
16321,VA153002,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,2915907,38.775002,-77.64167,2915907,38.775,-77.6417,WBM Input
16322,VA153002,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,2915907,38.775002,-77.64167,2915907,38.775,-77.6417,WBM Input
16323,VA153002,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,2915907,38.775002,-77.64167,2915907,38.775,-77.6417,WBM Input
16324,VA153002,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,2915907,38.775002,-77.64167,2915907,38.775,-77.6417,WBM Input
16325,VA153002,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,2915907,38.775002,-77.64167,2915907,38.775,-77.6417,WBM Input
16326,VA153002,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,2915907,38.775002,-77.64167,2915907,38.775,-77.6417,WBM Input
16327,VA153002,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,2915907,38.775002,-77.64167,2915907,38.775,-77.6417,WBM Input
16328,VA153002,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,2915907,38.775002,-77.64167,2915907,38.775,-77.6417,WBM Input
16329,VA153002,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,2915907,38.775002,-77.64167,2915907,38.775,-77.6417,WBM Input
16330,VA153002,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,2915907,38.775002,-77.64167,2915907,38.775,-77.6417,WBM Input
16331,VA153002,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,2915907,38.775002,-77.64167,2915907,38.775,-77.6417,WBM Input
16332,VA153004,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,2915270,38.691666,-77.275002,2915270,38.6917,-77.275,WBM Input
16333,VA153004,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,2915270,38.691666,-77.275002,2915270,38.6917,-77.275,WBM Input
16334,VA153004,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,2915270,38.691666,-77.275002,2915270,38.6917,-77.275,WBM Input
16335,VA153004,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,2915270,38.691666,-77.275002,2915270,38.6917,-77.275,WBM Input
16336,VA153004,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,2915270,38.691666,-77.275002,2915270,38.6917,-77.275,WBM Input
16337,VA153004,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,2915270,38.691666,-77.275002,2915270,38.6917,-77.275,WBM Input
16338,VA153004,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,2915270,38.691666,-77.275002,2915270,38.6917,-77.275,WBM Input
16339,VA153004,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,2915270,38.691666,-77.275002,2915270,38.6917,-77.275,WBM Input
16340,VA153004,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,2915270,38.691666,-77.275002,2915270,38.6917,-77.275,WBM Input
16341,VA153004,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,2915270,38.691666,-77.275002,2915270,38.6917,-77.275,WBM Input
16342,VA153004,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,2915270,38.691666,-77.275002,2915270,38.6917,-77.275,WBM Input
16343,VA153004,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,2915270,38.691666,-77.275002,2915270,38.6917,-77.275,WBM Input
16344,VA155002,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,20885,37.075001,-80.591667,20885,37.075,-80.5917,"No WBM Input, Hydro"
16345,VA155002,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,20885,37.075001,-80.591667,20885,37.075,-80.5917,"No WBM Input, Hydro"
16346,VA155002,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,20885,37.075001,-80.591667,20885,37.075,-80.5917,"No WBM Input, Hydro"
16347,VA155002,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,20885,37.075001,-80.591667,20885,37.075,-80.5917,"No WBM Input, Hydro"
16348,VA155002,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,20885,37.075001,-80.591667,20885,37.075,-80.5917,"No WBM Input, Hydro"
16349,VA155002,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,20885,37.075001,-80.591667,20885,37.075,-80.5917,"No WBM Input, Hydro"
16350,VA155002,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,20885,37.075001,-80.591667,20885,37.075,-80.5917,"No WBM Input, Hydro"
16351,VA155002,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,20885,37.075001,-80.591667,20885,37.075,-80.5917,"No WBM Input, Hydro"
16352,VA155002,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,20885,37.075001,-80.591667,20885,37.075,-80.5917,"No WBM Input, Hydro"
16353,VA155002,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,20885,37.075001,-80.591667,20885,37.075,-80.5917,"No WBM Input, Hydro"
16354,VA155002,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,20885,37.075001,-80.591667,20885,37.075,-80.5917,"No WBM Input, Hydro"
16355,VA155002,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,20885,37.075001,-80.591667,20885,37.075,-80.5917,"No WBM Input, Hydro"
16356,VA177001,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,3265634,38.241665,-77.591667,3265634,38.2417,-77.5917,WBM Input
16357,VA177001,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,3265634,38.241665,-77.591667,3265634,38.2417,-77.5917,WBM Input
16358,VA177001,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,3265634,38.241665,-77.591667,3265634,38.2417,-77.5917,WBM Input
16359,VA177001,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,3265634,38.241665,-77.591667,3265634,38.2417,-77.5917,WBM Input
16360,VA177001,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,3265634,38.241665,-77.591667,3265634,38.2417,-77.5917,WBM Input
16361,VA177001,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,3265634,38.241665,-77.591667,3265634,38.2417,-77.5917,WBM Input
16362,VA177001,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,3265634,38.241665,-77.591667,3265634,38.2417,-77.5917,WBM Input
16363,VA177001,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,3265634,38.241665,-77.591667,3265634,38.2417,-77.5917,WBM Input
16364,VA177001,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,3265634,38.241665,-77.591667,3265634,38.2417,-77.5917,WBM Input
16365,VA177001,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,3265634,38.241665,-77.591667,3265634,38.2417,-77.5917,WBM Input
16366,VA177001,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,3265634,38.241665,-77.591667,3265634,38.2417,-77.5917,WBM Input
16367,VA177001,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,3265634,38.241665,-77.591667,3265634,38.2417,-77.5917,WBM Input
16368,VA177002,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,3238662,38.025002,-77.708336,3238662,38.025,-77.7083,WBM Input
16369,VA177002,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,3238662,38.025002,-77.708336,3238662,38.025,-77.7083,WBM Input
16370,VA177002,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,3238662,38.025002,-77.708336,3238662,38.025,-77.7083,WBM Input
16371,VA177002,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,3238662,38.025002,-77.708336,3238662,38.025,-77.7083,WBM Input
16372,VA177002,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,3238662,38.025002,-77.708336,3238662,38.025,-77.7083,WBM Input
16373,VA177002,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,3238662,38.025002,-77.708336,3238662,38.025,-77.7083,WBM Input
16374,VA177002,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,3238662,38.025002,-77.708336,3238662,38.025,-77.7083,WBM Input
16375,VA177002,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,3238662,38.025002,-77.708336,3238662,38.025,-77.7083,WBM Input
16376,VA177002,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,3238662,38.025002,-77.708336,3238662,38.025,-77.7083,WBM Input
16377,VA177002,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,3238662,38.025002,-77.708336,3238662,38.025,-77.7083,WBM Input
16378,VA177002,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,3238662,38.025002,-77.708336,3238662,38.025,-77.7083,WBM Input
16379,VA177002,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,3238662,38.025002,-77.708336,3238662,38.025,-77.7083,WBM Input
16380,VA179024,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,3201754,38.358334,-77.574997,3201754,38.3583,-77.575,WBM Input
16381,VA179024,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,3201754,38.358334,-77.574997,3201754,38.3583,-77.575,WBM Input
16382,VA179024,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,3201754,38.358334,-77.574997,3201754,38.3583,-77.575,WBM Input
16383,VA179024,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,3201754,38.358334,-77.574997,3201754,38.3583,-77.575,WBM Input
16384,VA179024,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,3201754,38.358334,-77.574997,3201754,38.3583,-77.575,WBM Input
16385,VA179024,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,3201754,38.358334,-77.574997,3201754,38.3583,-77.575,WBM Input
16386,VA179024,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,3201754,38.358334,-77.574997,3201754,38.3583,-77.575,WBM Input
16387,VA179024,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,3201754,38.358334,-77.574997,3201754,38.3583,-77.575,WBM Input
16388,VA179024,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,3201754,38.358334,-77.574997,3201754,38.3583,-77.575,WBM Input
16389,VA179024,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,3201754,38.358334,-77.574997,3201754,38.3583,-77.575,WBM Input
16390,VA179024,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,3201754,38.358334,-77.574997,3201754,38.3583,-77.575,WBM Input
16391,VA179024,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,3201754,38.358334,-77.574997,3201754,38.3583,-77.575,WBM Input
16392,VA800011,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,3333481,36.808334,-76.591667,3333481,36.8083,-76.5917,WBM Input
16393,VA800011,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,3333481,36.808334,-76.591667,3333481,36.8083,-76.5917,WBM Input
16394,VA800011,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,3333481,36.808334,-76.591667,3333481,36.8083,-76.5917,WBM Input
16395,VA800011,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,3333481,36.808334,-76.591667,3333481,36.8083,-76.5917,WBM Input
16396,VA800011,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,3333481,36.808334,-76.591667,3333481,36.8083,-76.5917,WBM Input
16397,VA800011,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,3333481,36.808334,-76.591667,3333481,36.8083,-76.5917,WBM Input
16398,VA800011,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,3333481,36.808334,-76.591667,3333481,36.8083,-76.5917,WBM Input
16399,VA800011,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,3333481,36.808334,-76.591667,3333481,36.8083,-76.5917,WBM Input
16400,VA800011,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,3333481,36.808334,-76.591667,3333481,36.8083,-76.5917,WBM Input
16401,VA800011,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,3333481,36.808334,-76.591667,3333481,36.8083,-76.5917,WBM Input
16402,VA800011,11,1.781410204,0.992012595,1.0,-0.025227312,-0.199966422,1.213773585,-0.987784772,3333481,36.808334,-76.591667,3333481,36.8083,-76.5917,WBM Input
16403,VA800011,12,1.758965505,0.81561556,1.0,0.015297241,-0.127460404,1.069273191,-0.998755608,3333481,36.808334,-76.591667,3333481,36.8083,-76.5917,WBM Input
16404,VT00001,1,1.627180309,0.765339124,0.867181944,-0.082477382,-0.199990306,0.999991115,-1.116124237,2955661,43.125,-72.775002,2955661,43.125,-72.775,remove
16405,VT00001,2,2.058060575,0.887357186,0.752603948,-0.000331262,-0.079155834,1.000289571,-1.042881734,2955661,43.125,-72.775002,2955661,43.125,-72.775,remove
16406,VT00001,3,2.361218306,1.088225552,0.783121992,-0.082320852,-0.199990443,1.105858803,-1.00333789,2955661,43.125,-72.775002,2955661,43.125,-72.775,remove
16407,VT00001,4,3.205215216,1.117709523,0.319823814,-0.130751577,-0.254156662,1.001123762,-0.924621885,2955661,43.125,-72.775002,2955661,43.125,-72.775,remove
16408,VT00001,5,2.886471506,1.258611896,0.340580244,-0.121659485,0.296341471,1.41571572,-1.043041451,2955661,43.125,-72.775002,2955661,43.125,-72.775,remove
16409,VT00001,6,2.475211202,1.311330375,0.282630801,0.010638193,0.580898343,1.176191658,-1.088315368,2955661,43.125,-72.775002,2955661,43.125,-72.775,remove
16410,VT00001,7,1.603973568,1.330324038,0.241100411,0.03187576,0.542390296,0.999970361,-1.047576564,2955661,43.125,-72.775002,2955661,43.125,-72.775,remove
16411,VT00001,8,1.44799897,1.274844718,0.512088772,0.066549517,0.209461418,1.000329125,-1.00241782,2955661,43.125,-72.775002,2955661,43.125,-72.775,remove
16412,VT00001,9,1.553237391,1.103000827,0.917017916,0.092906772,0.199924223,1.13531206,-0.991521334,2955661,43.125,-72.775002,2955661,43.125,-72.775,remove
16413,VT00001,10,1.760587732,1.041663199,0.913412703,0.005319987,-0.173878732,1.215574816,-0.988063184,2955661,43.125,-72.775002,2955661,43.125,-72.775,remove
