,NIDID,cell_id,cell_id_orig,lat,lat_orig,lon,lon_orig,res_capacity,storage_ratio,storage_ratio_25th,storage_ratio_75th,parameter_type,WBM_Decision,ror_type,,*res_capacity is maximum storage in acre-feet
575,MN00358,34260,34260,44.208332,44.2083,-92.474998,-92.475,35000,0.571428571,0.142857143,0.428571429,avge,WBM Input,Unknown,,
576,MN00514,29762,29762,44.508335,44.5083,-92.941666,-92.9417,24000,0.770833333,0.192708333,0.578125,avge,WBM Input,Unknown,,
577,MN00574,2635547,2635547,46.224998,46.225,-96.175003,-96.175,20600,0.390776699,0.097694175,0.293082524,avge,WBM Input,Unknown,,
578,MN00576,2635679,2635679,45.80827,45.8083,-96.591698,-96.5917,177500,0.597183099,0.353163733,0.430887718,calibrated,WBM Input,Unknown,,
579,MN00577,2635665,2635665,45.858334,45.8583,-96.574997,-96.575,95500,0.068062827,0.017015707,0.05104712,avge,WBM Input,Unknown,,
580,MN00579,19428,19428,45.174999,45.175,-96.074997,-96.075,91000,0.132417582,0.033104396,0.099313187,avge,WBM Input,Unknown,,
581,MN00580,17235,17235,45.025002,45.025,-95.875,-95.875,122800,0.241856678,0.287290607,0.403944445,calibrated,WBM Input,Unknown,,
582,MN00581,23543,23543,45.241665,45.2417,-96.291664,-96.2917,91000,0.128571429,0.051777975,0.110798808,calibrated,WBM Input,Unknown,,
583,MN00582,48074,48074,46.658333,46.6583,-94.10833,-94.1083,187700,0.539904102,0.134976026,0.404928077,avge,WBM Input,Unknown,,
584,MN00583,46969,46969,46.791668,46.7917,-93.324997,-93.325,79400,0.478589421,0.580631591,0.790464356,calibrated,WBM Input,Unknown,,
585,MN00584,18441,18441,47.258335,47.2583,-93.591667,-93.5917,120000,0.683333333,0.34915552,0.468536346,calibrated,WBM Input,Unknown,,
586,MN00587,4215,4215,43.858334,43.8583,-91.308334,-91.3083,105000,0.457142857,0.114285714,0.342857143,avge,WBM Input,Unknown,,
587,MN00588,4404,4404,44.075001,44.075,-91.675003,-91.675,260000,0.106538462,0.026634615,0.079903846,avge,WBM Input,Unknown,,
588,MN00595,5059,5059,44.608334,44.6083,-92.60833,-92.6083,547000,0.530164534,0.132541133,0.3976234,avge,WBM Input,Unknown,,
589,MN00596,57898,57898,46.408333,46.4083,-94.341667,-94.3417,75300,0.810092961,0.352702149,0.411799633,calibrated,WBM Input,Unknown,,
590,MN00604,1245232,1245232,46.658333,46.6583,-92.408333,-92.4083,4352,1,0.25,0.75,avge,WBM Input,Peaking,,
591,MN00610,1261832,1261832,47.291668,47.2917,-92.175003,-92.175,46900,1,0.25,0.75,avge,WBM Input,Unknown,,
592,MN00611,1272294,1272294,47.041668,47.0417,-92.208336,-92.2083,30300,0.971617162,0.24290429,0.728712871,avge,WBM Input,Unknown,,
593,MN00612,1251426,1251426,46.991665,46.9917,-92.224998,-92.225,177000,0.937853107,0.234463277,0.703389831,avge,WBM Input,Unknown,,
594,MN00614,1275852,1275852,46.958267,46.9583,-92.22496,-92.225,41728,0.950920245,0.237730061,0.713190184,avge,WBM Input,Unknown,,
595,MN00622,67323,67323,46.541668,46.5417,-93.324997,-93.325,38000,0.471842105,0.117960526,0.353881579,avge,WBM Input,Unknown,,
596,MN00654,2752424,2752424,47.808334,47.8083,-91.791664,-91.7917,39680,0.887096774,0.221774194,0.665322581,avge,WBM Input,Unknown,,
597,MN00770,1262312,1262312,47.491665,47.4917,-92.175003,-92.175,26873,0.765154616,0.191288654,0.573865962,avge,WBM Input,Unknown,,
598,MN00929,2640072,2640072,48.458332,48.4583,-95.441666,-95.4417,54000,0.111111111,0.027777778,0.083333333,avge,WBM Input,Unknown,,
599,MO10134,75291,75291,39.558334,39.5583,-92.64167,-92.6417,260458,0.268757343,0.067189336,0.201568007,avge,WBM Input,Unknown,,
600,MO10300,2705,2705,39.375,39.375,-90.908333,-90.9083,125363,1,0.25,0.75,avge,WBM Input,Unknown,,
601,MO10301,2679,2679,39.008335,39.0083,-90.691666,-90.6917,176000,1,0.25,0.75,avge,WBM Input,Unknown,,
602,MO10303,2777,2777,40.158333,40.1583,-91.508331,-91.5083,58000,1,0.25,0.75,avge,WBM Input,Unknown,,
603,MO10304,2762,2762,39.908333,39.9083,-91.425003,-91.425,62000,1,0.25,0.75,avge,WBM Input,Unknown,,
604,MO10305,2743,2743,39.658333,39.6583,-91.258331,-91.2583,80000,1,0.25,0.75,avge,WBM Input,Unknown,,
605,MO10414,206279,206279,39.924999,39.925,-94.074997,-94.075,25075,1,0.25,0.75,avge,WBM Input,Unknown,,
606,MO11176,84367,84367,39.758335,39.7583,-92.525002,-92.525,98000,0.357142857,0.31082948,0.397632421,calibrated,WBM Input,Unknown,,
607,MO12084,65664,65664,39.408333,39.4083,-94.541664,-94.5417,246500,0.586612576,0.532645525,0.607514526,calibrated,WBM Input,Unknown,,
608,MO12099,141402,141402,39.008335,39.0083,-94.341667,-94.3417,26950,0.402300557,0.406704304,0.421594735,calibrated,WBM Input,Unknown,,
609,MO12421,81907,81907,40.058334,40.0583,-95.258331,-95.2583,22210,0.516434039,0.12910851,0.387325529,avge,WBM Input,Unknown,,
610,MO20036,164362,164362,37.308334,37.3083,-93.208336,-93.2083,36368,0.721485922,0.18037148,0.541114441,avge,WBM Input,Unknown,,
611,MO20151,78327,78327,38.308334,38.3083,-93.908333,-93.9083,30014,0.366495635,0.091623909,0.274871727,avge,WBM Input,Unknown,,
612,MO20725,10964,10964,38.275002,38.275,-93.408333,-93.4083,5202000,0.231334871,0.229199248,0.257177324,calibrated,WBM Input,Peaking,,
613,MO30014,9717,9717,38.208332,38.2083,-92.625,-92.625,2677000,0.719760926,0.063175644,0.148052462,calibrated,WBM Input,Peaking,,
614,MO30088,16730,16730,36.674999,36.675,-93.10833,-93.1083,38200,0.732984293,0.183246073,0.54973822,avge,WBM Input,Run-of-river/Upstream Peaking,,
615,MO30200,29270,29270,37.691666,37.6917,-93.758331,-93.7583,1674000,0.532855436,0.482649104,0.563849262,calibrated,"No WBM Input, Hydro",None,,
616,MO30201,38925,38925,37.891666,37.8917,-93.324997,-93.325,650000,0.353846154,0.367192791,0.398090487,calibrated,WBM Input,Unknown,,
617,MO30202,17264,17264,36.591667,36.5917,-93.308334,-93.3083,3462000,0.780473715,0.692450514,0.788906928,calibrated,WBM Input,None,,
618,MO30203,32939,32939,37.141666,37.1417,-90.775002,-90.775,413000,0.053268765,0.051590437,0.069852317,calibrated,WBM Input,Unknown,,
619,MO30204,27993,27993,36.924999,36.925,-90.275002,-90.275,1134600,0.540454786,0.060593238,0.097800039,calibrated,WBM Input,Unknown,,
620,MO82201,21457,21457,39.525002,39.525,-91.64167,-91.6417,1862000,0.279624597,0.24132861,0.304718307,calibrated,WBM Input,Unknown,,
621,MO82202,120857,120857,38.924999,38.925,-94.474998,-94.475,46900,0.471215352,0.461161965,0.480820174,calibrated,WBM Input,Unknown,,
622,MS01491,3032930,3032930,32.474998,32.475,-88.791664,-88.7917,59481,0.782401103,0.195600276,0.586800827,avge,WBM Input,Unknown,,
623,MS01493,25834,25834,34.408333,34.4083,-89.791664,-89.7917,3016000,0.035809019,0.085230077,0.227608679,calibrated,WBM Input,Unknown,,
624,MS01494,27778,27778,33.808334,33.8083,-89.775002,-89.775,2722100,0.031483046,0.074066618,0.21682588,calibrated,WBM Input,Unknown,,
625,MS01495,39236,39236,34.158333,34.1583,-89.908333,-89.9083,1213500,0.047466007,0.101664677,0.250279378,calibrated,WBM Input,Unknown,,
626,MS01496,31656,31656,34.758335,34.7583,-90.125,-90.125,1383800,0.022763405,0.026234722,0.074039029,calibrated,WBM Input,Unknown,,
627,MS02716,2929135,2929135,32.391666,32.3917,-90.058334,-90.0583,540000,0.666666667,0.364353916,0.776212674,calibrated,WBM Input,Unknown,,
628,MS03057,2558176,2558176,33.825001,33.825,-88.525002,-88.525,31564,1,0.25,0.75,avge,WBM Input,Unknown,,
629,MS82201,2559762,2559762,34.441563,34.4416,-88.40844,-88.4084,27000,0.922222222,0.230555556,0.691666667,avge,WBM Input,Unknown,,
630,MT00004,40293,40293,45.241665,45.2417,-112.10833,-112.1083,56355,0.667394197,0.166848549,0.500545648,avge,WBM Input,Unknown,,
631,MT00007,276314,276314,46.458332,46.4583,-110.258331,-110.2583,38958,0.830330099,0.207582525,0.622747574,avge,WBM Input,Unknown,,
632,MT00013,188376,188376,47.091667,47.0917,-108.508331,-108.5083,21750,0.586206897,0.146551724,0.439655172,avge,WBM Input,Unknown,,
633,MT00019,1572736,1572736,45.724998,45.725,-114.275002,-114.275,45100,0.703015521,0.17575388,0.527261641,avge,WBM Input,Unknown,,
634,MT00022,68188,68188,45.724998,45.725,-111.675003,-111.675,26600,0.676691729,0.169172932,0.507518797,avge,WBM Input,Unknown,,
635,MT00025,4467,4467,48.008335,48.0083,-106.425003,-106.425,19100000,0.806282723,0.66332222,0.849362156,calibrated,WBM Input,Peaking,,
636,MT00118,186957,186957,46.075001,46.075,-112.258331,-112.2583,21400,0.228971963,0.057242991,0.171728972,avge,WBM Input,Unknown,,
637,MT00223,1562618,1562618,47.974998,47.975,-115.741669,-115.7417,400000,1,0.25,0.75,avge,WBM Input,Peaking,,
638,MT00224,1562653,1562653,47.591667,47.5917,-115.341667,-115.3417,24450,0.612269939,0.153067485,0.459202454,avge,"No WBM Input, Hydro",ROR,,
639,MT00226,1564067,1564067,47.674999,47.675,-114.241669,-114.2417,1791000,1,0.25,0.75,avge,WBM Input,Unknown,,
640,MT00555,7512,7512,47.575001,47.575,-111.125,-111.125,3653,1,0.25,0.75,avge,WBM Input,Intermediate Peaking,,
641,MT00556,7514,7514,47.558334,47.5583,-111.14167,-111.1417,8464,1,0.25,0.75,avge,WBM Input,Intermediate Peaking,,
642,MT00557,7526,7526,47.541668,47.5417,-111.208336,-111.2083,1237,1,0.25,0.75,avge,WBM Input,Run-of-river/Upstream Peaking,,
643,MT00559,8756,8756,46.991665,46.9917,-112.008331,-112.0083,306000,0.800653595,0.200163399,0.600490196,avge,WBM Input,Run-of-river/Upstream Peaking,,
644,MT00560,8827,8827,46.758335,46.7583,-111.89167,-111.8917,139890,0.459310887,0.114827722,0.344483165,avge,WBM Input,Run-of-river/Upstream Peaking,,
645,MT00561,21700,21700,45.458332,45.4583,-111.64167,-111.6417,42053,0.996765986,0.249191496,0.747574489,avge,WBM Input,Run-of-river/Upstream Peaking,,
646,MT00562,125248,125248,45.224998,45.225,-109.758331,-109.7583,21000,0.99047619,0.247619048,0.742857143,avge,WBM Input,Reregulating,,
647,MT00563,7473,7473,47.575001,47.575,-111.074997,-111.075,13889,0.979048168,0.244762042,0.734286126,avge,WBM Input,Reregulating,,
648,MT00564,1586599,1586599,46.058334,46.0583,-114.241669,-114.2417,40700,0.945823096,0.236455774,0.709367322,avge,WBM Input,Unknown,,
649,MT00565,1566635,1566635,48.341667,48.3417,-114.025002,-114.025,3588000,0.966555184,0.241638796,0.724916388,avge,WBM Input,Peaking,,
650,MT00568,9017,9017,46.641666,46.6417,-111.708336,-111.7083,2051000,0.949293028,0.728535241,0.880466033,calibrated,WBM Input,None,,
651,MT00570,18396,18396,48.591667,48.5917,-109.941666,-109.9417,229288,0.562881616,0.203304675,0.39198202,calibrated,WBM Input,Unknown,,
652,MT00571,39705,39705,47.608334,47.6083,-112.758331,-112.7583,121981,0.812085489,0.215793108,0.580452822,calibrated,WBM Input,Unknown,,
653,MT00572,3296025,3296025,48.825001,48.825,-113.525002,-113.525,110679,0.61307023,0.131150498,0.402829067,calibrated,WBM Input,Unknown,,
654,MT00576,8189,8189,45.308334,45.3083,-107.958336,-107.9583,1331725,0.766354165,0.613281979,0.757124571,calibrated,WBM Input,Peaking,,
655,MT00577,93309,93309,47.558334,47.5583,-112.408333,-112.4083,39800,0.811557789,0.537904358,0.75325961,calibrated,WBM Input,Unknown,,
656,MT00579,16010,16010,48.325001,48.325,-111.10833,-111.1083,1424478,0.679069807,0.457362655,0.569538807,calibrated,WBM Input,Unknown,,
657,MT00581,101262,101262,48.158333,48.1583,-112.875,-112.875,34000,0.882352941,0.295953647,0.58327571,calibrated,WBM Input,Unknown,,
658,MT00645,25552,25552,48.474998,48.475,-104.508331,-104.5083,67100,0.325409836,0.081352459,0.244057377,avge,WBM Input,Unknown,,
659,MT00652,1563731,1563731,48.408333,48.4083,-115.308334,-115.3083,6027000,0.963829434,0.379552519,0.706077751,calibrated,WBM Input,Peaking,,
660,MT01163,1591436,1591436,48.191666,48.1917,-114.625,-114.625,27600,0.739130435,0.184782609,0.554347826,avge,WBM Input,Unknown,,
661,MT01356,223105,223105,47.958332,47.9583,-112.408333,-112.4083,107000,0.813084112,0.203271028,0.609813084,avge,WBM Input,Unknown,,
662,MT01484,176842,176842,48.325001,48.325,-112.308334,-112.3083,95000,0.705263158,0.176315789,0.528947368,avge,WBM Input,Unknown,,
663,MT03748,37737,37737,46.691666,46.6917,-111.908333,-111.9083,49047,0.166371032,0.041592758,0.124778274,avge,WBM Input,Unknown,,
664,NC00100,2888650,2888650,35.424999,35.425,-82.175003,-82.175,44914,0.719040834,0.179760208,0.539280625,avge,WBM Input,Unknown,,
665,NC00141,2888210,2888210,35.741665,35.7417,-81.841667,-81.8417,288800,1,0.88655151,0.926200921,calibrated,WBM Input,None,,
666,NC00181,30542,30542,35.174999,35.175,-84.291664,-84.2917,63456,0.875,0.427056715,0.442822054,calibrated,"No WBM Input, Hydro",ROR,,
667,NC00182,3050854,3050854,34.408333,34.4083,-78.291664,-78.2917,20000,1,0.25,0.75,avge,WBM Input,Unknown,,
668,NC00204,2888861,2888861,35.275002,35.275,-81.458336,-81.4583,51032,0.697601505,0.174400376,0.523201129,avge,WBM Input,Unknown,,
669,NC00288,168963,168963,35.674999,35.675,-82.341667,-82.3417,21700,0.811059908,0.202764977,0.608294931,avge,WBM Input,Unknown,,
670,NC00298,25788,25788,35.458332,35.4583,-83.824997,-83.825,1552689,0.882503193,0.261993018,0.382942232,calibrated,WBM Input,Peaking,,
671,NC00300,2836430,2836430,36.125,36.125,-81.241669,-81.2417,306000,0.133986928,0.128529266,0.134883733,calibrated,WBM Input,Unknown,,
672,NC00318,44377,44377,35.691666,35.6917,-83.041664,-83.0417,17000,1,0.25,0.75,avge,WBM Input,Peaking,,
673,NC00329,2888017,2888017,35.825001,35.825,-81.191666,-81.1917,127500,1,0.904742602,0.923163007,calibrated,"No WBM Input, Hydro",ROR,,
674,NC00371,99356,220489,35.208332,35.225,-83.658333,-83.6083,126000,1,1.103473791,1.496799017,calibrated,"No WBM Input, Hydro",Peaking,,
675,NC00388,2835953,2835953,35.608334,35.6083,-80.241669,-80.2417,287000,0.866898955,0.216724739,0.650174216,avge,WBM Input,Peaking,,
676,NC00391,64807,64807,35.025002,35.025,-83.791664,-83.7917,285552,0.793550737,0.274109079,0.359752373,calibrated,WBM Input,Peaking,,
677,NC00392,71333,71333,35.375,35.375,-83.875,-83.875,207000,0.77294686,0.193236715,0.579710145,avge,WBM Input,Peaking,,
678,NC00393,25580,25580,35.458332,35.4583,-83.925003,-83.925,712,0.935393258,0.233848315,0.701544944,avge,WBM Input,Peaking,,
679,NC00419,31388,31388,35.141666,35.1417,-84.191666,-84.1917,471954,0.844537815,0.223682597,0.395404828,calibrated,WBM Input,Peaking,,
680,NC00547,2835927,2835927,35.208332,35.2083,-80.074997,-80.075,167000,1,0.25,0.75,avge,WBM Input,Peaking,,
681,NC00548,2835938,2835938,35.391666,35.3917,-80.074997,-80.075,2875,0.64,0.16,0.48,avge,WBM Input,Run-of-river/Upstream Peaking,,
682,NC00549,2835940,2835940,35.424999,35.425,-80.091667,-80.0917,217080,0.657822001,0.1644555,0.493366501,avge,WBM Input,Run-of-river/Upstream Peaking,,
683,NC00550,2835945,2835945,35.491665,35.4917,-80.175003,-80.175,6897,1,0.25,0.75,avge,WBM Input,Run-of-river/Upstream Peaking,,
684,NC00656,3006077,3006077,36.508335,36.5083,-79.041664,-79.0417,77000,0.864935065,0.216233766,0.648701299,avge,WBM Input,Unknown,,
685,NC00687,3051386,3051386,36.191666,36.1917,-79.724998,-79.725,38285,0.529554656,0.132388664,0.397165992,avge,WBM Input,Unknown,,
686,NC00704,3051842,3051842,36.008335,36.0083,-79.974998,-79.975,24500,0.439346939,0.109836735,0.329510204,avge,WBM Input,Unknown,,
687,NC00739,3051644,3051644,36.191666,36.1917,-79.408333,-79.4083,36000,0.638888889,0.159722222,0.479166667,avge,WBM Input,Unknown,,
688,NC00787,2887946,2887946,35.325001,35.325,-80.991669,-80.9917,45970,1,1.11424248,1.14298825,calibrated,"No WBM Input, Hydro",ROR,,
689,NC00826,3005675,3005675,36.508335,36.5083,-77.824997,-77.825,513000,0.877192982,0.219298246,0.657894737,avge,WBM Input,Peaking,,
690,NC00827,3005666,3005666,36.474998,36.475,-77.675003,-77.675,80690,0.956004462,0.239001115,0.717003346,avge,WBM Input,Peaking,,
691,NC01599,3051391,3051391,36.275002,36.275,-79.675003,-79.675,21161,0.431879401,0.10796985,0.323909551,avge,WBM Input,Unknown,,
692,NC01713,3112694,3112694,35.941666,35.9417,-78.574997,-78.575,1020980,0.112382221,0.107495058,0.129941838,calibrated,WBM Input,Unknown,,
693,NC04901,2837433,2837433,35.441666,35.4417,-80.691666,-80.6917,36400,1,0.25,0.75,avge,WBM Input,Unknown,,
694,NC04954,3051352,3051352,36.041668,36.0417,-79.491669,-79.4917,30825,0.746147607,0.186536902,0.559610706,avge,WBM Input,Unknown,,
695,NC05064,2887959,2887959,35.441666,35.4417,-80.958336,-80.9583,414100,1,2.308116008,2.429936549,calibrated,"No WBM Input, Hydro",ROR,,
696,NC05570,3051304,3051304,35.841667,35.8417,-79.808334,-79.8083,121200,0.772277228,0.193069307,0.579207921,avge,WBM Input,Unknown,,
697,NC05793,3113621,3113621,36.174999,36.175,-79.191666,-79.1917,24061,0.29225718,0.073064295,0.219192885,avge,WBM Input,Unknown,,
698,NC06119,3051474,3051474,35.575001,35.575,-78.958336,-78.9583,153150,0.471106758,0.11777669,0.353330069,avge,WBM Input,Unknown,,
699,ND00145,2095,2095,47.508335,47.5083,-101.425003,-101.425,26000000,0.711538462,0.610139967,0.767873316,calibrated,WBM Input,Peaking,,
700,ND00146,28960,28960,46.958332,46.9583,-98.758331,-98.7583,181650,0.05433526,0.049871628,0.091675294,calibrated,WBM Input,Unknown,,
701,ND00147,44190,44190,45.974998,45.975,-103.258331,-103.2583,171838,0.115108416,0.07816489,0.108750536,calibrated,WBM Input,Unknown,,
702,ND00148,48526,48526,46.875,46.875,-102.808334,-102.8083,26595,0.323820267,0.080955067,0.2428652,avge,WBM Input,Unknown,,
703,ND00149,24947,24947,46.591667,46.5917,-101.808334,-101.8083,451200,0.167963209,0.13011827,0.158891697,calibrated,WBM Input,Unknown,,
704,ND00151,23445,23445,46.941666,46.9417,-98.708336,-98.7083,379636,0.09360282,0.074742515,0.097966818,calibrated,WBM Input,Unknown,,
705,ND00309,2635046,2635046,47.041668,47.0417,-98.074997,-98.075,156000,0.445512821,0.364737613,0.452199807,calibrated,WBM Input,Unknown,,
706,ND00316,2853183,2853183,48.708332,48.7083,-102.10833,-102.1083,64000,1,0.25,0.75,avge,WBM Input,Unknown,,
707,ND00321,77551,77551,47.341667,47.3417,-102.64167,-102.6417,27910,0.184414188,0.046103547,0.138310641,avge,WBM Input,Unknown,,
708,ND00325,2852559,2852559,48.991665,48.9917,-100.958336,-100.9583,77371,0.176875057,0.044218764,0.132656292,avge,WBM Input,Unknown,,
709,ND00326,2852572,2852572,48.775002,48.775,-100.875,-100.875,22304,0.40660868,0.10165217,0.30495651,avge,WBM Input,Unknown,,
710,ND00327,2852579,2852579,48.674999,48.675,-100.791664,-100.7917,25712,0.244593964,0.061148491,0.183445473,avge,WBM Input,Unknown,,
711,ND00329,2852587,2852587,48.575001,48.575,-100.658333,-100.6583,24624,0.232618583,0.058154646,0.174463938,avge,WBM Input,Unknown,,
712,ND00332,2852685,2852685,48.458332,48.4583,-101.574997,-101.575,200583,0.542887483,0.135721871,0.407165612,avge,WBM Input,Unknown,,
713,ND00425,2638692,2638692,47.808334,47.8083,-97.258331,-97.2583,29200,0.01,0.0025,0.0075,avge,WBM Input,Unknown,,
714,ND01031,2635892,2635892,46.691666,46.6917,-97.458336,-97.4583,103200,0.514534884,0.128633721,0.385901163,avge,WBM Input,Unknown,,
715,NE01048,5852,5852,41.208332,41.2083,-101.675003,-101.675,1900600,0.838682521,0.20967063,0.629011891,avge,WBM Input,Unknown,,
716,NE01051,114026,114026,41.125,41.125,-101.14167,-101.1417,65000,0.769230769,0.192307692,0.576923077,avge,WBM Input,Unknown,,
717,NE01057,135059,135059,40.841667,40.8417,-96.875,-96.875,38300,0.204438642,0.051109661,0.153328982,avge,WBM Input,Unknown,,
718,NE01063,90256,90256,40.974998,40.975,-96.85833,-96.8583,122283,0.212572475,0.208739016,0.215929769,calibrated,WBM Input,Unknown,,
719,NE01070,27845,27845,40.424999,40.425,-101.541664,-101.5417,80730,0.550972377,0.193963765,0.444173508,calibrated,WBM Input,Unknown,,
720,NE01074,40603,40603,42.625,42.625,-100.875,-100.875,86134,0.864768849,0.216192212,0.648576636,avge,WBM Input,Unknown,,
721,NE01077,140155,140155,41.308334,41.3083,-98.89167,-98.8917,125477,0.550698534,0.137674634,0.413023901,avge,WBM Input,Unknown,,
722,NE02134,64701,64701,42.174999,42.175,-97.558334,-97.5583,30300,0.225676568,0.056419142,0.169257426,avge,WBM Input,Unknown,,
723,NE02287,31935,31935,41.841667,41.8417,-99.208336,-99.2083,177623,0.717249455,0.179312364,0.537937091,avge,WBM Input,Unknown,,
724,NE02342,284201,284201,41.424999,41.425,-98.758331,-98.7583,44918,0.69366401,0.173416002,0.520248007,avge,WBM Input,Unknown,,
725,NE03108,86263,86263,41.258335,41.2583,-96.60833,-96.6083,27356,0.261368621,0.065342155,0.196026466,avge,WBM Input,Unknown,,
726,NH00001,3137035,3137035,43.325001,43.325,-71.724998,-71.725,93400,1.07E-05,2.68E-06,8.03E-06,avge,WBM Input,Unknown,,
727,NH00002,3137186,3137186,43.091667,43.0917,-71.658333,-71.6583,131000,0.007633588,0.001908397,0.005725191,avge,WBM Input,Unknown,,
728,NH00003,3136844,3136844,43.474998,43.475,-71.658333,-71.6583,222000,0.013513514,0.012430753,0.016575554,calibrated,WBM Input,Unknown,,
729,NH00004,3136890,3136890,43.191666,43.1917,-71.741669,-71.7417,128000,0.00546875,0.017658087,0.025030401,calibrated,WBM Input,Unknown,,
730,NH00005,3137283,3137283,42.908333,42.9083,-71.991669,-71.9917,31600,0.004746835,0.001186709,0.003560127,avge,WBM Input,Unknown,,
731,NH00006,2956175,2956175,42.958332,42.9583,-72.224998,-72.225,24800,0.035080645,0.008770161,0.026310484,avge,WBM Input,Unknown,,
732,NH00007,2955810,2955810,43.008335,43.0083,-72.308334,-72.3083,44000,0.03,0.0075,0.0225,avge,WBM Input,Unknown,,
733,NH00015,3136884,3136884,43.474998,43.475,-71.541664,-71.5417,33280,0.625,0.15625,0.46875,avge,WBM Input,Unknown,,
734,NH00059,3137170,3137170,43.708332,43.7083,-71.625,-71.625,39600,1,0.25,0.75,avge,WBM Input,Unknown,,
735,NH00097,2955216,2955216,42.775002,42.775,-72.508331,-72.5083,54000,0.338888889,0.084722222,0.254166667,avge,"No WBM Input, Hydro",ROR,,
736,NH00112,2955241,2955241,43.141666,43.1417,-72.441666,-72.4417,30000,1,0.25,0.75,avge,WBM Input,Unknown,,
737,NH00157,3041016,3041016,44.474998,44.475,-71.175003,-71.175,60,1,0.25,0.75,avge,WBM Input,Unknown,,
738,NH00161,3041046,3041046,44.775002,44.775,-71.14167,-71.1417,80000,1,0.25,0.75,avge,WBM Input,Unknown,,
739,NH00165,2955319,2955319,44.325001,44.325,-71.991669,-71.9917,32270,1,0.25,0.75,avge,WBM Input,Unknown,,
740,NH00186,2955891,2955891,45.091667,45.0917,-71.291664,-71.2917,114000,0.798245614,0.199561404,0.598684211,avge,WBM Input,Unknown,,
741,NH00259,2955275,2955275,43.674999,43.675,-72.308334,-72.3083,55000,1,0.25,0.75,avge,WBM Input,Unknown,,
742,NH00414,2955326,2955326,44.341667,44.3417,-71.875,-71.875,223722,1,0.25,0.75,avge,WBM Input,Unknown,,
743,NH01016,2956152,2956152,43.391666,43.3917,-72.074997,-72.075,32500,0.502769231,0.125692308,0.377076923,avge,WBM Input,Unknown,,
744,NJ00132,3255126,3255126,40.658333,40.6583,-74.908333,-74.9083,46770,0.719905923,0.179976481,0.539929442,avge,WBM Input,Unknown,,
745,NM00001,1867031,1867031,36.241665,36.2417,-106.425003,-106.425,1369000,0.124178232,0.08599592,0.131315641,calibrated,WBM Input,None,,
746,NM00002,1869890,1869890,35.458332,35.4583,-106.208336,-106.2083,152600,0.588466579,0.147116645,0.441349934,avge,WBM Input,Unknown,,
747,NM00003,1868276,1868276,35.391666,35.3917,-106.541664,-106.5417,264700,0.112247828,0.028061957,0.084185871,avge,WBM Input,Unknown,,
748,NM00004,1868473,1868473,33.275002,33.275,-104.724998,-104.725,264400,0.635400908,0.158850227,0.476550681,avge,WBM Input,Unknown,,
749,NM00006,13403,13403,35.408333,35.4083,-104.191666,-104.1917,709119,0.08677246,0.169156614,0.398252752,calibrated,WBM Input,Unknown,,
750,NM00020,1884965,1884965,36.875,36.875,-105.291664,-105.2917,30499,0.519033411,0.142634937,0.362621284,calibrated,WBM Input,Unknown,,
751,NM00120,2098160,2098160,36.808334,36.8083,-107.60833,-107.6083,1986600,0.860062418,0.506787654,0.732385091,calibrated,WBM Input,Peeking,,
752,NM00122,1879197,1879197,36.6917,36.6917,-106.675339,-106.6753,429646,0.934064323,0.192344508,0.477169541,calibrated,WBM Input,Unknown,,
753,NM00130,1866031,1866031,34.608334,34.6083,-104.39167,-104.3917,227683,0.27973103,0.041812805,0.146339476,calibrated,WBM Input,Unknown,,
754,NM00131,1864318,1864318,32.891666,32.8917,-107.291664,-107.2917,379210,0.610506052,0.063268092,0.13062165,calibrated,WBM Input,Unknown,,
755,NM00132,1864652,1864652,32.491665,32.4917,-104.258331,-104.2583,20000,0.2167,0.054175,0.162525,avge,WBM Input,Unknown,,
756,NM00239,1874475,1874475,35.291668,35.2917,-108.10833,-108.1083,44150,0.872253681,0.21806342,0.65419026,avge,WBM Input,Unknown,,
757,NM00351,64484,64484,36.525002,36.525,-105.241669,-105.2417,98400,0.823170732,0.205792683,0.617378049,avge,WBM Input,Unknown,,
758,NM00404,1864940,1864940,35.625,35.625,-106.308334,-106.3083,722000,0.069432133,0.017358033,0.0520741,avge,WBM Input,Unknown,,
759,NM00422,2518579,2518579,34.525002,34.525,-103.158333,-103.1583,25150,0.086282306,0.021570577,0.06471173,avge,WBM Input,Unknown,,
760,NM00500,1864659,1864659,32.541668,32.5417,-104.375,-104.375,966300,0.04248577,0.015160273,0.036292368,calibrated,WBM Input,Unknown,,
761,NM00541,1872599,1872599,33.224998,33.225,-107.324997,-107.325,20500,1,0.25,0.75,avge,WBM Input,Unknown,,
762,NM00553,1875071,1875071,32.808334,32.8083,-104.508331,-104.5083,33700,1,0.25,0.75,avge,WBM Input,Unknown,,
763,NM10008,1868903,1868903,36.608334,36.6083,-106.741669,-106.7417,209330,0.937514929,0.310396377,0.666693635,calibrated,WBM Input,None,,
764,NV00050,2343345,2343345,41.258335,41.2583,-114.908333,-114.9083,28250,0.008141593,0.002035398,0.006106195,avge,WBM Input,Unknown,,
765,NV00063,2345465,2345465,40.591667,40.5917,-118.308334,-118.3083,20200,0.99009901,0.247524752,0.742574257,avge,WBM Input,Unknown,,
766,NV00226,2339606,2339606,40.674999,40.675,-115.775002,-115.775,52500,0.785714286,0.196428571,0.589285714,avge,WBM Input,Unknown,,
